C1_EP_1_20,Numérico,"1.20. El parto, ¿fue vaginal o por cesárea?"
C1_EP_1_21,Numérico,"1.21. ¿Alguien del equipo de salud, le ofreció estar acompañada durante el parto"
C1_EP_1_22,Numérico,1.22. ¿Le permitieron elegir el/la acompañante?
C1_EP_1_23,Numérico,1.23. ¿Cuántos días estuvo internada en el hospital/maternidad luego del nacimie
C1_EP_1_25,Numérico,"1.25. Al momento del alta o antes del alta, ¿alguien del personal de salud le ex"
C1_EP_1_26,Numérico,1.26. ¿Cómo le indicaron que debía dormir {0}?
C1_EP_1_26_OtherS,Cadena,1.26. ¿Cómo le indicaron que debía dormir {0}? [Other (specify)]
C1_EP_1_27,Numérico,1.27. ¿Cuánto pesó cuando nació?
C1_VE_2_1,Numérico,"2.1. Durante el embarazo, ¿recibió una dosis de vacuna antigripal?"
C1_VE_2_2_O1,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O2,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O3,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O4,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O5,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O6,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O7,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O8,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_O9,Numérico,2.2. ¿Por qué motivo recibió la vacuna antigripal?
C1_VE_2_2_OtherS,Cadena,2.2. ¿Por qué motivo recibió la vacuna antigripal? (Otro motivo) [Other (specify
C1_VE_2_3_O1,Numérico,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?
C1_VE_2_3_O2,Numérico,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?
C1_VE_2_3_O3,Numérico,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?
C1_VE_2_3_O4,Numérico,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?
C1_VE_2_3_O5,Numérico,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?
C1_VE_2_3_O6,Numérico,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?
C1_VE_2_3_O7,Numérico,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?
C1_VE_2_3_OtherS,Cadena,2.3. ¿Por qué motivo NO recibió la vacuna antigripal?  (Otro motivo) [Other (spe
C1_VE_2_4,Numérico,"2.4. Durante el embarazo, ¿recibió una dosis de vacuna contra la tos convulsa o"
C1_VE_2_5_O1,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O2,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O3,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O4,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O5,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O6,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O7,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O8,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_O9,Numérico,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_5_OtherS,Cadena,"2.5. ¿Por qué motivo recibió la vacuna contra la tos convulsa o coqueluche, teta"
C1_VE_2_6_O1,Numérico,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_6_O2,Numérico,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_6_O3,Numérico,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_6_O4,Numérico,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_6_O5,Numérico,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_6_O6,Numérico,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_6_O7,Numérico,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_6_OtherS,Cadena,"2.6. ¿Por qué motivo NO recibió la contra la tos convulsa o coqueluche, tetanos"
C1_VE_2_7,Numérico,2.7.
C1_VE_2_8,Numérico,2.8. ¿Tiene carnet de vacunación?
C1_HL_LIBRETA_1,Numérico,LIBRETA SANITARIA
C1_HL_3_1,Numérico,3.1. ¿Tomó {0} leche materna alguna vez?
C1_HL_3_2,Numérico,3.2. ¿Cuánto tiempo pasó desde que {0} nació hasta que le dio pecho por primera
C1_HL_3_3_O1,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O2,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O3,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O4,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O5,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O6,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O7,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O8,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O9,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O10,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O11,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O12,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_O13,Numérico,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}?
C1_HL_3_3_OtherS,Cadena,3.3. ¿Cuál fue el motivo por el que nunca amamantó a {0}? (Otro motivo) [Other (
C1_HL_3_4,Numérico,"3.4. Al momento del alta o antes del alta, ¿alguien del personal de salud le exp"
C1_HL_3_5,Numérico,"3.5. Al momento del alta, {0} era alimentado/a:"
T_C1_HL_3_6_1,Numérico,Le explicó los beneficios de la lactancia
T_C1_HL_3_6_2,Numérico,Le enseñó cómo extraerse leche para alimentar al niño/a en caso de tener que ale
T_C1_HL_3_6_3,Numérico,La ayudó a poner el niño/a al pecho
T_C1_HL_3_6_4,Numérico,"Le dio algún contacto (número telefónico, dirección, derivación, etc.) para pedi"
T_C1_HL_3_6_5,Numérico,Le sugirió alguna marca de leche
T_C1_HL_3_6_6,Numérico,Le enseñó cómo preparar la leche para el niño/a
T_C1_HL_3_6_7,Numérico,Le indicó cómo higienizar los biberones/mamaderas/etc.
T_C1_HL_3_6_8,Numérico,Le explicó cómo conservar los sobrantes de leche
C1_HL_3_7,Numérico,3.7. ¿Sigue tomando leche materna actualmente?
C1_HL_3_8,Numérico,3.8. ¿A qué edad {0} dejó de tomar leche materna?
C1_HL_3_9_O1,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O2,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O3,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O4,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O5,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O6,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O7,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O8,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O9,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O10,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O11,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O12,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O13,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O14,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O15,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O16,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O17,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_O18,Numérico,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?
C1_HL_3_9_OtherS,Cadena,3.9. ¿Cuál fue el motivo por el que dejó de amamantarlo/a?  (Otro motivo) [Other
T_C1_HL_3_10_1,Numérico,...tomó leche materna?
T_C1_HL_3_10_2,Numérico,"...tomó líquidos como jugo, té, agua, etc?"
T_C1_HL_3_10_3,Numérico,...tomó otro tipo de leche que no sea materna?
T_C1_HL_3_10_4,Numérico,...consumió algún alimento sólido o semisólido?
T_C1_HL_3_11_1,Numérico,¿Alguna otra mujer le da el pecho a {0}?
T_C1_HL_3_11_2,Numérico,¿Amamanta a {0} sólo en horarios pautados?
T_C1_HL_3_11_3,Numérico,¿Le ofrece usted el pecho cuando parece tener hambre sin importar el tiempo desd
C1_HL_3_12_O1,Numérico,"3.12. En general, cada vez que le da el pecho a {0}, usted..."
C1_HL_3_12_O2,Numérico,"3.12. En general, cada vez que le da el pecho a {0}, usted..."
C1_HL_3_12_O3,Numérico,"3.12. En general, cada vez que le da el pecho a {0}, usted..."
C1_HL_3_12_O4,Numérico,"3.12. En general, cada vez que le da el pecho a {0}, usted..."
C1_HL_3_13,Numérico,"3.13. ¿Se saca leche para alimentarlo/a en su ausencia, o para otros fines?"
C1_HL_3_14_O1,Numérico,"3.14. Cuando se saca leche, ¿en qué recipiente la conserva?"
C1_HL_3_14_O2,Numérico,"3.14. Cuando se saca leche, ¿en qué recipiente la conserva?"
C1_HL_3_14_O3,Numérico,"3.14. Cuando se saca leche, ¿en qué recipiente la conserva?"
C1_HL_3_14_O4,Numérico,"3.14. Cuando se saca leche, ¿en qué recipiente la conserva?"
C1_HL_3_14_O5,Numérico,"3.14. Cuando se saca leche, ¿en qué recipiente la conserva?"
C1_HL_3_14_OtherS,Cadena,"3.14. Cuando se saca leche, ¿en qué recipiente la conserva? (Otro) [Other (speci"
C1_HL_3_15,Numérico,"3.15. Algún día de la semana pasada, ¿consumió el niño/a algún líquido (como agu"
T_C1_HL_3_16_1,Numérico,...dejó al niño/a dormido en algún momento con el biberón/mamadera en la boca?
T_C1_HL_3_16_2,Numérico,...alentó al niño/a a terminar el biberón/mamadera aunque no pareciera quererlo?
C1_HL_3_17_O1,Numérico,"3.17. En general, ¿qué hace cuando sobra leche que el niño/a no termina de tomar"
C1_HL_3_17_O2,Numérico,"3.17. En general, ¿qué hace cuando sobra leche que el niño/a no termina de tomar"
C1_HL_3_17_O3,Numérico,"3.17. En general, ¿qué hace cuando sobra leche que el niño/a no termina de tomar"
C1_HL_3_17_O4,Numérico,"3.17. En general, ¿qué hace cuando sobra leche que el niño/a no termina de tomar"
C1_HL_3_17_OtherS,Cadena,"3.17. En general, ¿qué hace cuando sobra leche que el niño/a no termina de tomar"
C1_SN_LIBRETA_1,Numérico,Trae libreta?
C1_SN_4_1,Numérico,4.1. ¿La/o ha llevado a {0} al médico o al hospital para que le efectuaran contr
C1_SN_4_2,Numérico,"4.2. En total, ¿cuántas veces lo/a llevo al control en salud estando sano en los"
T_C1_SN_4_3_1,Numérico,...diarrea?
T_C1_SN_4_3_2,Numérico,...otitis?
T_C1_SN_4_3_3,Numérico,...infección respiratoria?
T_C1_SN_4_3_4,Numérico,...desnutrición o bajo peso?
C1_SN_4_4_1,Numérico,"4.4.1. En esa ocasión, cuando diagnosticaron al niño/a con diarrea, usted, ¿susp"
C1_SN_4_4_2,Numérico,"4.4.2. En esa ocasión, cuando diagnosticaron a {0} con otitis, usted, ¿suspendió"
C1_SN_4_4_3,Numérico,"4.4.3. En esa ocasión, cuando diagnosticaron a {0} con infección respiratoria, u"
C1_SN_4_4_4,Numérico,"4.4.4. En esa ocasión, cuando diagnosticaron al niño/a con desnutrición o bajo p"
C1_SN_4_5_1,Numérico,"4.5.1. {0}, ¿usa chupete?"
C1_SN_4_5_2,Numérico,4.5.2. ¿Desde qué mes de vida usa chupete?
C1_SN_4_5_3,Numérico,"4.5.3. Usted o alguien que lo cuida, ¿moja el chupete con azúcar, miel, gaseosa,"
C1_SN_4_5_4,Numérico,4.5.4. ¿Con que frecuencia {0} usa el chupete cuando está despierto?
C1_SN_4_5_5,Numérico,4.5.5. ¿Con que frecuencia {0} usa  el chupete cuando duerme ?
C1_SN_4_5_6_O1,Numérico,4.5.6. ¿Cómo higienizan el chupete?
C1_SN_4_5_6_O2,Numérico,4.5.6. ¿Cómo higienizan el chupete?
C1_SN_4_5_6_O3,Numérico,4.5.6. ¿Cómo higienizan el chupete?
C1_SN_4_5_6_O4,Numérico,4.5.6. ¿Cómo higienizan el chupete?
C1_SN_4_5_6_O5,Numérico,4.5.6. ¿Cómo higienizan el chupete?
C1_SN_4_5_7,Numérico,"4.5.7. {0}, ¿se chupa el dedo?"
C1_SN_4_6_1,Numérico,4.6.1. ¿Tomó el niño/a alguna vez suplementos de hierro?
C1_SN_4_6_2,Numérico,4.6.2. ¿A qué edad comenzó a tomarlo?
C1_SN_4_6_3,Numérico,4.6.3. ¿Lo toma actualmente?
C1_SN_4_6_4,Numérico,4.6.4. ¿Cuántas veces por semana lo toma?
C1_SN_4_6_5_O1,Numérico,4.6.5. ¿Cuáles fueron los motivos por los que dejó de darle hierro?
C1_SN_4_6_5_O2,Numérico,4.6.5. ¿Cuáles fueron los motivos por los que dejó de darle hierro?
C1_SN_4_6_5_O3,Numérico,4.6.5. ¿Cuáles fueron los motivos por los que dejó de darle hierro?
C1_SN_4_6_5_O4,Numérico,4.6.5. ¿Cuáles fueron los motivos por los que dejó de darle hierro?
C1_SN_4_6_5_OtherS,Cadena,4.6.5. ¿Cuáles fueron los motivos por los que dejó de darle hierro? (Otro) [Othe
C1_SN_4_7_1,Numérico,4.7.1. ¿Tomó el niño/a alguna vez vitaminas?
C1_SN_4_7_2,Numérico,4.7.2. ¿A qué edad comenzó a tomarlas?
C1_SN_4_7_3,Numérico,4.7.3. ¿Lo toma actualmente?
C1_SN_4_7_4,Numérico,4.7.4. ¿Cuántas veces por semana lo toma?
C1_SN_4_7_5_O1,Numérico,4.7.5. ¿Cuáles fueron los motivos por los que dejó de darle vitaminas?
C1_SN_4_7_5_O2,Numérico,4.7.5. ¿Cuáles fueron los motivos por los que dejó de darle vitaminas?
C1_SN_4_7_5_O3,Numérico,4.7.5. ¿Cuáles fueron los motivos por los que dejó de darle vitaminas?
C1_SN_4_7_5_O4,Numérico,4.7.5. ¿Cuáles fueron los motivos por los que dejó de darle vitaminas?
C1_SN_4_7_5_OtherS,Cadena,4.7.5. ¿Cuáles fueron los motivos por los que dejó de darle vitaminas? (Otro) [O
C1_SN_4_8,Numérico,"4.8. Tomando como referencia la semana pasada, ¿cuántos minutos/horas por día es"
C1_SN_4_9,Numérico,"4.9. Tomando como referencia una semana normal (sin viajes, enfermedad, etc), in"
C1_PC_5_1,Numérico,"5.1. Alguna vez, {0} ¿ha sido diagnosticado/a con celiaquía?"
C1_PC_5_2,Numérico,"5.2. Para el diagnostico de celiaquía, ¿le han realizado una biopsia, es decir,"
C1_PC_5_3,Numérico,5.3. ¿Sigue {0} la dieta especial para celiaquía?
C1_PC_5_4,Numérico,"5.4. Desde que {0} fue diagnosticado/a, ¿con que frecuencia ha recibido asistenc"
C1_PC_5_5_O1,Numérico,5.5. ¿Cuál de las siguientes asistencias alimentarias por celiaquía han recibido
C1_PC_5_5_O2,Numérico,5.5. ¿Cuál de las siguientes asistencias alimentarias por celiaquía han recibido
C1_PC_5_5_O3,Numérico,5.5. ¿Cuál de las siguientes asistencias alimentarias por celiaquía han recibido
C1_PC_5_5_O4,Numérico,5.5. ¿Cuál de las siguientes asistencias alimentarias por celiaquía han recibido
C1_PC_5_5_OtherS,Cadena,5.5. ¿Cuál de las siguientes asistencias alimentarias por celiaquía han recibido
C1_HAC_6_1,Numérico,6.1. ¿Con qué frecuencia {0} come acompañado/a?
C1_HAC_6_2,Numérico,6.2. ¿Con qué frecuencia le hablan a {0} durante las comidas?
C1_HAC_6_3,Numérico,"6.3. Mientras {0} come, ¿con qué frecuencia mira pantallas de algún dispositivo"
C1_HAC_6_4,Numérico,"6.4. Cuando alimentan a {0}, ¿con que frecuencia le permiten agarrar la comida s"
C1_HAC_6_5,Numérico,"6.5. Cuando le sirven la comida a {0}, ¿con qué frecuencia lo hacen en un plato"
C1_HAC_6_6,Numérico,"6.6. Cuando alimentan a {0}, ¿con qué frecuencia le permiten comer hasta que se"
C1_HAC_6_7,Numérico,"6.7. Cuando alimentan a {0}, ¿con qué frecuencia le hacen algún tipo de juego (p"
C1_HAC_6_8,Numérico,6.8. ¿Con qué frecuencia premian a {0} cuando consideran que comió bien (con gas
C1_HAC_6_9,Numérico,6.9. ¿Con qué frecuencia considera como placentero el momento de la comida de {0
C1_HAC_6_10,Numérico,6.10. En su opinión el niño acostumbra a comer una cantidad de comida...
T_C1_HA_7_1_2,Numérico,Puré de verduras cocidas
T_C1_HA_7_1_3,Numérico,Espinaca o acelga
T_C1_HA_7_1_4,Numérico,Puré de frutas
T_C1_HA_7_1_5,Numérico,Otras frutas o verduras crudas o ralladas
T_C1_HA_7_1_7,Numérico,"Huevos (de gallina, codorniz, etc)"
T_C1_HA_7_1_8,Numérico,Carne vacuna
T_C1_HA_7_1_9,Numérico,Pollo
T_C1_HA_7_1_10,Numérico,Pescado
T_C1_HA_7_1_11,Numérico,Hígado
T_C1_HA_7_1_12,Numérico,Morcilla
T_C1_HA_7_1_13,Numérico,Otras carnes
T_C1_HA_7_1_15,Numérico,"Legumbres (lentejas, garbanzos, porotos, etc.)"
T_C1_HA_7_1_16,Numérico,"Fideos, sémola, avena y otros cereales con gluten"
T_C1_HA_7_1_17,Numérico,"Arroz, harina de maíz, tapioca y otros cereales sin gluten"
T_C1_HA_7_1_18,Numérico,Papillas listas para comer
T_C1_HA_7_1_19,Numérico,Pan o galletitas saladas
T_C1_HA_7_1_20,Numérico,Galletitas dulces
T_C1_HA_7_1_22,Numérico,Yogur
T_C1_HA_7_1_23,Numérico,Leche diferente de la materna
T_C1_HA_7_1_25,Numérico,Helado
T_C1_HA_7_1_26,Numérico,Postres lácteos envasados
T_C1_HA_7_1_27,Numérico,Miel
T_C1_HA_7_1_28,Numérico,Golosinas
T_C1_HA_7_1_30,Numérico,Gaseosa (común o light)
T_C1_HA_7_1_31,Numérico,Agua
T_C1_HA_7_1_32,Numérico,Té
T_C1_HA_7_1_33,Numérico,Jugo de frutas frescas casero
T_C1_HA_7_1_34,Numérico,Jugo de frutas industrial
T_C1_HA_7_1_35,Numérico,"Jugo de frutas para diluir, polvo o líquido (común o light)"
T_C1_HA_7_1_37,Numérico,Sal
T_C1_HA_7_1_38,Numérico,Aceite
T_C1_HA_7_1_39,Numérico,¿Otro alimento que no hayamos mencionado? {0}
C1_HA_7_1_OtherS,Cadena,7.1. ¿Qué otro alimento que no hayamos mencionado?
T_C1_HA_7_1A_2,Numérico,Puré de verduras cocidas
T_C1_HA_7_1A_3,Numérico,Espinaca o acelga
T_C1_HA_7_1A_4,Numérico,Puré de frutas
T_C1_HA_7_1A_5,Numérico,Otras frutas o verduras crudas o ralladas
T_C1_HA_7_1A_7,Numérico,"Huevos (de gallina, codorniz, etc)"
T_C1_HA_7_1A_8,Numérico,Carne vacuna
T_C1_HA_7_1A_9,Numérico,Pollo
T_C1_HA_7_1A_10,Numérico,Pescado
T_C1_HA_7_1A_11,Numérico,Hígado
T_C1_HA_7_1A_12,Numérico,Morcilla
T_C1_HA_7_1A_13,Numérico,Otras carnes
T_C1_HA_7_1A_15,Numérico,"Legumbres (lentejas, garbanzos, porotos, etc.)"
T_C1_HA_7_1A_16,Numérico,"Fideos, sémola, avena y otros cereales con gluten"
T_C1_HA_7_1A_17,Numérico,"Arroz, harina de maíz, tapioca y otros cereales sin gluten"
T_C1_HA_7_1A_18,Numérico,Papillas listas para comer
T_C1_HA_7_1A_19,Numérico,Pan o galletitas saladas
T_C1_HA_7_1A_20,Numérico,Galletitas dulces
T_C1_HA_7_1A_22,Numérico,Yogur
T_C1_HA_7_1A_23,Numérico,Leche diferente de la materna
T_C1_HA_7_1A_25,Numérico,Helado
T_C1_HA_7_1A_26,Numérico,Postres lácteos envasados
T_C1_HA_7_1A_27,Numérico,Miel
T_C1_HA_7_1A_28,Numérico,Golosinas
T_C1_HA_7_1A_30,Numérico,Gaseosa (común o light)
T_C1_HA_7_1A_31,Numérico,Agua
T_C1_HA_7_1A_32,Numérico,Té
T_C1_HA_7_1A_33,Numérico,Jugo de frutas frescas casero
T_C1_HA_7_1A_34,Numérico,Jugo de frutas industrial
T_C1_HA_7_1A_35,Numérico,"Jugo de frutas para diluir, polvo o líquido (común o light)"
T_C1_HA_7_1A_37,Numérico,Sal
T_C1_HA_7_1A_38,Numérico,Aceite
T_C1_HA_7_1A_39,Numérico,¿Otro alimento que no hayamos mencionado? {0}
C1_HA_7_2_O1,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O2,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O3,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O4,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O5,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O6,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O7,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O8,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O9,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O10,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O11,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O12,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O13,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O14,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O15,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_O16,Numérico,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?
C1_HA_7_2_OtherS,Cadena,7.2. ¿Cuál fue el/los motivos para empezar a darle a {0} alimentos/bebidas?  (Ot
C1_ELP_8_1,Numérico,"8.1. Durante el último mes, ¿recibió leche gratuita para {0} en alguna instituci"
C1_ELP_8_2_O1,Numérico,8.2. ¿Dónde se la entregaron?
C1_ELP_8_2_O2,Numérico,8.2. ¿Dónde se la entregaron?
C1_ELP_8_2_O3,Numérico,8.2. ¿Dónde se la entregaron?
C1_ELP_8_2_O4,Numérico,8.2. ¿Dónde se la entregaron?
C1_ELP_8_2_O5,Numérico,8.2. ¿Dónde se la entregaron?
C1_ELP_8_2_OtherS,Cadena,8.2. ¿Dónde se la entregaron?  (Otro) [Other (specify)]
